Ta_med;Ta_max;Ta_min;UR_med;UR_max;UR_min;RG;V;P;ET0
24.935;31.83;18.04;64.21;94.7;33.72;17.5833486;1.642007829;0;4.040196654
24.815;32.58;17.05;61.355;91.7;31.01;17.8336746;2.125493029;0;4.60180567
25.37;29.99;20.75;70.32;91.2;49.44;8.642322;2.905515817;0;3.402866292
26.465;32.66;20.27;61.665;86.7;36.63;18.9209592;2.421109693;0;4.880897828
25.28;32.41;18.15;61.17;86.4;35.94;15.9047658;1.845532075;0;4.124833177
26.2;31.68;20.72;66.695;94.8;38.59;13.8843036;2.666075528;0.4;4.267850617
24.825;30.67;18.98;68.4;97.1;39.7;10.07091;2.446895571;1.1;3.593254293
23.745;28.79;18.7;70.585;95.6;45.57;11.2661226;2.713963585;0.1;3.508535053
24.67;31.71;17.63;63.2;87.4;39;11.1225636;2.210218054;0;3.805250165
26.23;32.44;20.02;55.72;83;28.44;19.2121452;2.276524596;0;4.997844887
25.895;32.37;19.42;56.825;82;31.65;19.312587;2.58963882;0;5.215759541
25.915;31.33;20.5;62.525;88.4;36.65;14.623173;2.56109017;0;4.417862967
25.035;28.76;21.31;66.98;88.6;45.36;8.5287582;2.514123036;0;3.282493709
25.715;32.11;19.32;65.44;94.7;36.18;14.9243958;2.573983109;0;4.471786006
25.29;31.66;18.92;63.05;90.7;35.4;16.3953972;2.467155903;0;4.565137419
25.665;32.19;19.14;62.675;88.4;36.95;15.0260832;2.562932018;0;4.552598121
26.285;31.11;21.46;60.49;80.9;40.08;11.3840298;2.193641419;0;3.850420078
27.715;34.24;21.19;58.125;81.5;34.75;19.9456488;2.025112292;0;5.024794798
26.29;34.38;18.2;60.23;90;30.46;18.1224054;1.353758558;0;4.204890072
26.49;32.98;20;57.06;83.6;30.52;19.3917762;2.125493029;0;4.96044752
26.14;32.06;20.22;61.705;83.3;40.11;18.4755186;2.71488451;0;4.97378715
27.01;32.77;21.25;56.754995;79.97999;33.53;14.613912;2.245213173;0;4.564166206
26.355;32.38;20.33;56.69001;81.70002;31.68;16.0029702;1.606091786;0;4.123145181
26.46;34.11;18.81;57.43;87.5;27.36;19.5340248;1.316000666;0;4.350596049
26.585;33.19;19.98;57.505;84.3;30.71;19.6449894;1.726732855;0;4.671397418
25.06;33.06;17.06;59.165;90.3;28.03;20.374983;1.681607569;0;4.653545498
25.58;34.49;16.67;60.54;91.6;29.48;19.302381;1.047090803;0;4.031570901
26.805;36.46;17.15;56.82501;91.70002;21.95;20.7983232;0.815938832;0;4.081344077
26.095;36.83;15.36;44.825;73.35;16.3;20.4179724;0.915398644;0;4.165717865
26.115;33.48;18.75;56.04501;84.70002;27.39;20.274723;2.291259383;0;5.337090853
25.2;32.82;17.58;56.82;84.3;29.34;19.3449744;2.139306891;0;4.992962805
23.84;32.76;14.92;58.98;88.5;29.46;20.8863864;1.493739035;0;4.491197035
24.865;33.37;16.36;51.48;80.4;22.56;21.2349492;1.986433476;0;5.248650936
24.85;32.03;17.67;57.85501;87.70002;28.01;19.4562288;2.493862704;0;5.213189378
25.11;32.18;18.04;58.81;86.8;30.82;16.290738;2.286654762;0;4.718417184
24.785;31.34;18.23;59.01;86.5;31.52;19.5362784;2.608057304;0;5.149424578
25.185;32.1;18.27;56.675;87.1;26.25;18.1353744;2.257185188;0;4.975852473
23.545;32.32;14.77;58.87;88.3;29.44;18.7892064;1.545310789;0;4.337948885
25.01;32.83;17.19;60.17;87.9;32.44;20.5673292;2.548197231;0;5.371224671
25.46;31.06;19.86;63.95;97.1;30.8;14.161302;2.194562343;2.2;4.207899385
25.02;31.12;18.92;57.39;80.9;33.88;18.324351;2.736065766;0;5.140973664
25.52;31.99;19.05;63.195;96.5;29.89;20.3917698;3.226918359;0.7;5.708286744
24.815;30.78;18.85;63.175;89.1;37.25;13.718052;2.501230098;0;4.3070384
23.525;30.85;16.2;64.05;92.5;35.6;19.3536774;2.267315354;0;4.718817188
24.705;32.39;17.02;60.165;87.7;32.63;20.8364148;2.467155903;0;5.336588199
23.575;32.15;15;54.785;83.8;25.77;22.0051818;2.401770285;0;5.570973811
25.22;31.76;18.68;59.34;86.8;31.88;19.117548;2.301389549;0;5.017624514
26.17;33.37;18.97;54.785;83.5;26.07;21.5443962;2.086814213;0;5.446903039
25.125;32.94;17.31;54.695;82.6;26.79;22.3454808;1.75436058;0;5.144895463
26.475;34.49;18.46;55.24;86.6;23.88;22.3855812;1.281926471;0;4.868288061
25.895;33.76;18.03;55.85;81.4;30.3;21.704571;1.690816811;0;5.093052995
24.465;27.52;21.41;38.19;45.7;30.68;22.1972418;0.454936549;0;3.554774648
26.425;35.43;17.42;57.155;88.3;26.01;21.1258098;1.302186803;0;4.832420407
27.65;34.44;20.86;52.655;78.97;26.34;21.2754366;2.398086589;0;5.945013819
26.21;33.34;19.08;53.245;77.36;29.13;22.3309566;2.570299412;0;5.987455678
26.11;33.39;18.83;55.65;82.8;28.5;21.6719802;1.991959021;0;5.392544124
26.5;34.61;18.39;47.275;70.38;24.17;21.04390209;1.35191671;0;4.919284835
26.27;35.26;17.28;55.69;79.09;32.29;21.6799686;1.130894904;0;4.704000824
26.12;35.29;16.95;52.275;78.92;25.63;22.1665914;1.520445836;0;5.250447451
28.24;35.38;21.1;51.905;78.29;25.52;21.899241;2.224031917;0;6.039633695
27.025;33.55;20.5;54.12;78.13;30.11;18.724599;2.740670387;0;5.808536862
27.625;33.49;21.76;52.525;72.08;32.97;13.9113612;1.924731555;0;4.577380365
28.3;35.29;21.31;52.015;79.79;24.24;21.3253722;1.486371641;0;5.232027756
27.1;38.67;15.53;43.885;74.86;12.91;23.4501462;1.784751079;0;6.352167809
27.59;34.52;20.66;48.585;70.61;26.56;23.2948296;3.063914777;0;6.936704735
25.715;32.16;19.27;57.65;79.78;35.52;17.1778986;2.6688383;0;5.235770709
25.325;30.53;20.12;62.865;83.7;42.03;11.760606;2.980110676;0;4.390422444
25.13;31.08;19.18;67.97;96.6;39.34;14.287815;2.515043961;0.2;4.332740253
25.765;31.21;20.32;66.395;92.2;40.59;11.9986398;2.429398011;0;4.062653478
26.125;32.33;19.92;56.69;87.7;25.68;21.27612673;2.742512235;0;5.951108333
26.17;32.46;19.88;57.405;82.9;31.91;21.0123198;2.414663224;0;5.592705714
27.35;34.18;20.52;55.465;80.1;30.83;22.7629674;2.48189069;0;6.140501887
26.735;31.65;21.82;65.505;87.7;43.31;16.6997502;2.533462444;0;4.777612283
26.66;32.94;20.38;55.69;80.9;30.48;19.2395088;2.611741;0;5.746675541
26.975;33.53;20.42;51.69;77.96;25.42;21.7458144;2.878809015;0;6.518942684
27.655;33.74;21.57;51.52;79.57;23.47;22.5558828;3.074044943;0;6.854572753
26.42;32.82;20.02;62.885;94.3;31.47;20.2793958;2.828158185;0.1;5.790396835
27.565;32.96;22.17;54.93;75.35;34.51;16.141176;2.724093752;0;5.480958649
27.845;34.46;21.23;53.41;79.2;27.62;22.5516996;2.907357665;0;6.716312389
28.09;34.74;21.44;51.935;74.6;29.27;23.5132722;2.682652163;0;6.70166446
28.15;35.26;21.04;54.095;79.2;28.99;22.7513754;2.617266546;0;6.581879967
26.725;34.13;19.32;45.84;70.88;20.8;25.0356528;2.931301694;0;7.265753152
27.445;33.64;21.25;53.805;78.18;29.43;22.1320116;2.904594893;0;6.524323273
26.825;33.53;20.12;62.805;92.2;33.41;19.1590344;2.595164365;0;5.600552349
27.825;33.72;21.93;52.595;73.48;31.71;20.2234176;2.637526878;0;6.124788331
27.39;34.58;20.2;49.25;74.58;23.92;24.5203254;2.914725059;0;7.163753544
27.57;34.67;20.47;53.825;79.35;28.3;24.410358;2.332700971;0;6.487428645
28.725;36.67;20.78;52.395;81.8;22.99;24.3824994;1.654900768;0;6.157855953
29.635;36.82;22.45;50.19;75.53;24.85;24.2556372;1.652137995;0;6.205587029
29.38;34.84;23.92;53.025;74.8;31.25;17.6318928;2.340068365;0;5.734229904
27.625;34.12;21.13;52.545;78.32;26.77;22.9228938;2.47544422;0;6.44212349
28.32;36.38;20.26;48.155;73.42;22.89;25.0333668;1.746072263;0;6.361862678
29.57;39.02;20.12;44.29;70.95;17.63;21.16512023;1.278242775;0;5.641152133
31.19;39.51;22.87;44.79;77.07;12.51;24.7318614;1.443088204;0;6.422938178
28.735;34.22;23.25;56.515;79.43;33.6;15.4723158;2.358486848;0;5.278519501
29.035;34.72;23.35;49.33;70.43;28.23;23.4357084;2.777507355;0;6.978537992
29.105;34.72;23.49;53.695;75.32;32.07;16.0307928;1.944070963;0;5.14249238
29.525;37.43;21.62;46.27;70.61;21.93;21.18233173;1.560966501;0;5.868314157
29.83;36.21;23.45;49.765;69.65;29.88;21.75273498;1.76080705;0;5.970197454
29.625;35.46;23.79;51.3;70.02;32.58;16.5794274;2.153120754;0;5.553191735
29.475;35.38;23.57;50.7;68.82;32.58;19.7490168;2.635685029;0;6.411055266
29.155;34.22;24.09;55.7;72.95;38.45;13.264524;2.353882228;0;4.968473149
29.635;36.57;22.7;46.07;68.55;23.59;23.5341684;1.677923873;0;6.141440212
29.76;35.53;23.99;51.15;77.08;25.22;19.7852742;2.018665823;0;5.87006593
28.755;35.9;21.61;51.115;75.99;26.24;24.6265488;3.336508337;0;7.674653583
28.53;35.21;21.85;48.54;73.55;23.53;22.9735944;2.620950242;0;6.858498367
28.64;35.02;22.26;52.09;74.74;29.44;22.4135784;1.642007829;0;5.69627416
29.695;38.99;20.4;46.895;69.74;24.05;23.9366358;1.069192984;0;5.620460855
30.7;36.7;24.7;45.17;55.96;34.38;21.4227882;2.006693808;0;6.255325562
26.675;32.3;21.05;75.135;98.2;52.07;10.7308242;0.827910846;41.4;2.774330672
29.865;36.16;23.57;62.985;91.1;34.87;17.2680894;1.336260998;2.4;4.666013911
29.74;36.85;22.63;55.635;91;20.27;25.0319124;1.748835035;0;6.389428176
29.125;35.88;22.37;48.75;75.27;22.23;24.3149724;2.824474488;0;7.349464542
27.75;34.34;21.16;53.285;76.85;29.72;23.240358;3.175346604;0;7.008288478
27.245;32.9;21.59;58.83;81;36.66;15.626358;2.468076827;0;5.09733195
28.03;34.85;21.21;54.05;79.62;28.48;20.6030772;2.295864004;0;6.045380153
29.11;34.69;23.53;50.24;75.1;25.38;22.0550454;2.110758242;0;6.190245505
28.07;34.65;21.49;51.29;75.82;26.76;21.66111;2.222190068;0;6.171136761
29.215;36.71;21.72;50.19;75.71;24.67;24.7665906;2.297705852;0;6.944536072
29.165;35.82;22.51;47.77;72.95;22.59;24.0222798;1.966173144;0;6.472081832
29.985;36.68;23.29;48.665;73.54;23.79;24.8198472;1.776462761;0;6.464450121
30.085;37.18;22.99;52.08;77.18;26.98;25.3482876;1.609775483;0;6.348779423
29.455;36.18;22.73;50.55;69.52;31.58;22.4503326;1.480846096;0;5.705923692
29.16;36.39;21.93;53.15;76.27;30.03;19.881306;1.110634572;0;4.947060251
30.175;36.24;24.11;50.845;73.56;28.13;21.0097818;1.805011411;0;5.914477573
29.53;34.95;24.11;52.29;72.44;32.14;17.0398476;2.354803152;0;5.71102587
28.61;34.75;22.47;52.565;71.14;33.99;18.2580246;1.86855518;0;5.347963849
29.15;36.27;22.03;47.075;72.63;21.52;23.8893822;1.849215772;0;6.403498924
29.97;37.43;22.51;47.365;76.6;18.13;24.9433326;1.948675584;0;6.822848181
28.99;35.75;22.23;50.2;72.82;27.58;25.2879246;1.875001649;0;6.458546152
30.245;39.25;21.24;43.735;67.84;19.63;25.6104774;1.335340074;0;6.313928778
29.425;38.71;20.14;42.98;67.7;18.26;25.8359652;1.626352118;0;6.680214925
30.53;36.61;24.45;48.035;68.89;27.18;21.1121226;2.782111975;0;7.042014963
29.005;35.52;22.49;49.125;70.12;28.13;26.093835;2.450579267;0;7.068996835
30.03;35.97;24.09;46.425;67.67;25.18;24.8740236;2.968138662;0;7.618715745
29.105;35.8;22.41;48.43;72.72;24.14;24.7133898;2.974585131;0;7.505327694
29.035;36.01;22.06;50.785;73.09;28.48;19.5862968;2.662391831;0;6.502747754
29.65;35.82;23.48;47.515;70.16;24.87;24.2617932;2.262710733;0;6.802720438
28.965;35.77;22.16;51.64;75.79;27.49;20.6964396;2.527015975;0;6.47130657
29.605;36.54;22.67;48.655;71.43;25.88;23.7787722;2.45334204;0;6.98083942
28.98;34.69;23.27;51.085;70.09;32.08;19.7214804;2.038926155;0;5.738365501
29.065;35.64;22.49;50.76;72.6;28.92;23.7270186;1.769095367;0;6.10683139
29.655;36.15;23.16;53.39;73.8;32.98;18.3517452;2.007614732;0;5.62540819
29.785;35.75;23.82;54.375;74.14;34.61;17.224245;1.7893557;0;5.19778375
30.515;36.83;24.2;52.09;73.59;30.59;18.7652664;1.707393447;0;5.51716436
31.33;36.95;25.71;50.115;70.06;30.17;19.47645;1.841848378;0;5.835141194
29.91;37.12;22.7;62.755;94.2;31.31;17.684154;1.761727974;6.5;5.236796203
29.81;36.29;23.33;64.34;96;32.68;19.89979259;1.109713648;0;4.87158015
29.91;36.34;23.48;62.79;93.4;32.18;17.91487271;1.272717229;1.5;4.74822236
30.145;36.78;23.51;63.805;95.3;32.31;18.9665838;1.205489764;0.8;4.869094515
29.98;36.87;23.09;62.85;91.4;34.3;20.1991194;1.435720811;0;5.256829193
31.32;38.33;24.31;55.165;82.4;27.93;22.416237;1.233117489;0;5.648205393
29.415;35.02;23.81;59.99;82;37.98;12.8737656;1.001965518;0.3;3.661228715
29.66;35.38;23.94;63.62;91.2;36.04;15.0791814;1.671477403;1.3;4.554297417
28.32;33.72;22.92;62.81;87.9;37.72;12.8840058;2.059186487;0;4.396410378
29.365;35.57;23.16;54.415;77.84;30.99;21.3979509;1.704630674;0;5.683078117
30.86;38.71;23.01;47.81;72.97;22.65;24.4993176;1.641086905;0;6.496120335
32.1;39.96;24.24;45.145;75.63;14.66;25.6848372;1.838164682;0;7.144397281
30.795;38.78;22.81;41.01;67.49;14.53;25.972092;1.815141577;0;7.009697554
29.105;36.44;21.77;47.1;73.95;20.25;26.8111476;2.282050141;0;7.231548496
29.925;37.36;22.49;48.285;75.4;21.17;22.6434168;1.92565248;0;6.442340493
30.53;37.85;23.21;44.455;69.01;19.9;25.9784658;1.604249938;0;6.582746297
29.145;38.59;19.7;42.905;69.54;16.27;26.3024928;1.359284103;0;6.309208296
30.435;38.79;22.08;46.53;67.93;25.13;22.7934846;1.130894904;0;5.635147118
31.775;37.57;25.98;46.785;67.55;26.02;22.199517;1.86855518;0;6.424012653
30.1;35.82;24.38;49.85;69.14;30.56;18.8941716;2.089576985;0;5.892831152
30.675;37.38;23.97;49.375;71.12;27.63;23.3285274;1.547152638;0;6.100021488
31.625;39.66;23.59;44.235;66.86;21.61;22.816791;1.164969099;0;5.808478926
30.41;40.28;20.54;37.505;54.3;20.71;21.2284296;0.890533691;0;5.178767589
32.615;39.83;25.4;40.73;60.2;21.26;21.1092192;1.189834052;0;5.682740337
30.795;38.99;22.6;51.235;75.46;27.01;17.6551992;1.14102507;0;4.939654261
31.035;38.98;23.09;49.755;74.82;24.69;19.5028308;1.230354717;0;5.34239487
30.66;37.98;23.34;54.385;80.7;28.07;19.6734942;1.245089504;0;5.245511436
32.125;38.92;25.33;49.045;69.93;28.16;22.2404526;1.233117489;0;5.764822897
31.72;38.79;24.65;44.365;63.33;25.4;20.9382588;1.016700305;0;5.295118475
32.5;39.37;25.63;41.335;59.55;23.12;20.9989476;1.246010428;0;5.709002474
27.555;32.38;22.73;73.385;95.4;51.37;13.4447832;1.429274342;4.4;3.589163299
29.115;36.69;21.54;63.98;98.3;29.66;19.652976;0.990914428;0;4.753807033
30.14;36.4;23.88;52.93;82.1;23.76;22.8281958;1.460585764;0;5.823817105
26.51;31.68;21.34;68.25;96;40.5;18.6816942;2.155883527;17.1;4.857039821
28.365;35.13;21.6;59.035;86.3;31.77;22.0611744;2.34559391;0.4;6.175445741
26.995;32.02;21.97;62.365;87.3;37.43;17.522307;2.083130516;0;4.89003545
27.26;31.23;23.29;58.105;75.46;40.75;14.6175732;2.099707151;0;4.558731638
29.04;34.88;23.2;53.73;74.63;32.83;19.6829496;2.44229095;0;6.063864961
29.025;33.81;24.24;56.51;76.51;36.51;18.9261;2.368617015;0;5.678448842
28.705;34.66;22.75;53.425;71.9;34.95;18.3469914;2.394402892;0;5.799557833
29.055;35.18;22.93;54.255;75.2;33.31;24.5610576;2.782111975;0;6.97020682
28.925;35.81;22.04;50.76;77.86;23.66;23.6182338;1.815141577;0;6.226143561
29.945;36.61;23.28;48.295;68.56;28.03;22.2570522;1.384149056;0;5.689802754
30.4;37.43;23.37;51.84;74.88;28.8;22.9123368;2.009456581;0;6.489068145
30.89;37.43;24.35;48.53;75.09;21.97;21.8109672;2.322570805;0;6.83590946
29.165;34.7;23.63;53.3;73.67;32.93;20.2059144;2.387956423;0;6.083687267
29.795;35.62;23.97;52.135;73.99;30.28;17.0031294;2.375063484;0;5.839748508
30.075;36.69;23.46;48.05;70.07;26.03;21.6679086;2.217585448;0;6.559741182
29.745;36.64;22.85;49.74;72.19;27.29;21.6679086;2.2995477;0;6.25107524
28.96;35.83;22.09;53.114995;78.29999;27.93;25.641783;1.956042978;0;6.194557452
29.74;37.04;22.44;50.53;76.35;24.71;25.675101;1.486371641;0;5.887672712
30.635;39.54;21.73;49.83;78.93;20.73;24.28457764;1.020384002;0;5.351610571
31.855;39.23;24.48;46.715;73.17;20.26;20.29348444;1.199043294;0;5.169251311
29.93;38.16;21.7;62.1;95.5;28.7;16.24450687;1.48176702;10.8;4.70803347
27.55;33.54;21.56;70.14;95.8;44.48;9.803259;1.401646616;3.8;3.114815445
25.085;29.07;21.1;79.73001;96.70002;62.76;13.3340382;0.783706485;3.4;2.792343139
26.56;31.96;21.16;73.3;97.8;48.8;12.11239807;0.56268468;0.3;2.716812356
23.915;27.72;20.11;78.90001;98.20002;59.6;16.01898658;0.715558095;20.9;3.061810987
26.665;30.98;22.35;70.705;92.1;49.31;22.97116084;1.120764738;0;4.528912477
27.67;34.15;21.19;64.02;93.4;34.64;20.602134;1.838164682;0;5.076539553
28.515;34.36;22.67;64.74501;91.70002;37.79;21.978027;1.546231714;0.7;5.059847292
28.55;34.84;22.26;61.65501;89.20002;34.11;15.9590934;1.183387583;0;4.060096127
27.585;31.8;23.37;67;84.5;49.5;9.2502414;1.369414269;0;2.945602414
26.195;31.02;21.37;75.495;95.4;55.59;18.3078414;0.794757575;2.2;3.659753317
27.515;33.95;21.08;70.625;96.9;44.35;17.034534;0.63083307;0.1;3.579410932
27.705;33.75;21.66;70.72;95.5;45.94;7.000212636;0.919082341;4.4;2.360293242
23.555;25.62;21.49;89.7;99;80.4;16.5999204;0.383104463;6.6;2.994795182
26.91;32.3;21.52;74.1;99.9;48.3;20.05119904;0.474275957;0.1;3.838421662
26.585;32.47;20.7;73.59;98.3;48.88;4.1061168;0.811334211;3.3;1.768605292
22.63;24.7;20.56;91.80001;99.70002;83.9;15.857055;0.407048492;88.4;2.810029371
25.15;29.86;20.44;80.03;100;60.06;3.246768;0.612414586;29.4;1.311999575
20.995;22.05;19.94;99.15;100;98.3;20.2643406;0.335216405;60.2;3.305822849
26.075;31.07;21.08;75.775;100;51.55;12.7502442;0.654777098;0.3;2.804054062
25.305;28.95;21.66;82.235;98.5;65.97;14.88416227;0.913556796;2;3.030159515
26.08;30.97;21.19;80.07;100;60.14;17.0396568;0.551633589;2.8;3.350733686
26.82;32.78;20.86;73.76;97.9;49.62;19.0802124;0.612414586;0;3.779918137
26.995;32.49;21.5;73.37001;99.20002;47.54;19.57680898;0.959603005;13;4.051876894
26.785;32.5;21.07;70.06;98.8;41.32;22.106484;0.987230731;0.1;4.428170027
25.65;31.72;19.58;70.54001;95.70002;45.38;22.7370906;1.432037114;3.1;4.630610822
25.39;31.22;19.56;70.36;96.8;43.92;22.3277004;1.455981143;0;4.554690551
25.265;31.7;18.83;72.235;98.8;45.67;21.760272;1.39151645;12.9;4.441942064
25.855;31.17;20.54;75.21;99.8;50.62;17.72304298;1.395200147;1.3;3.857305841
25.815;30.83;20.8;72.595;97.3;47.89;12.02771164;0.932896204;0.2;2.886224198
25.35;29.7;21;78.31;97.1;59.52;20.2428522;0.66398634;2.3;3.776178772
25.6;31.36;19.84;74.38;99.1;49.66;23.0606298;0.758841532;0;4.275409501
26.46;32.46;20.46;67.505;91.8;43.21;24.9489144;1.085769619;0;4.838418284
25.86;32.59;19.13;70.11;98;42.22;21.9658176;1.296661258;0;4.539101538
24.975;31.9;18.05;69.15501;97.20002;41.11;26.4866688;1.099583482;0;4.885777127
25.39;33.21;17.57;66.835;97.5;36.17;22.9257576;1.213778081;0;4.662690144
25.54;32.87;18.21;68.88;97.1;40.66;17.14485958;1.034197864;0;3.770208129
27.08;32.91;21.25;69.66;93.4;45.92;24.0709968;0.893296463;0;4.667231272
26.885;34.19;19.58;67.735;97.4;38.07;23.29833244;0.849092102;0;4.56646251
28.21;37.18;19.24;62.81;96.9;28.72;20.2325364;0.537819726;0;4.03740975
27.785;34.44;21.13;67.83501;95.20002;40.47;11.5594236;0.729371958;2.2;2.931637281
26.045;31.1;20.99;78.17;99.5;56.84;23.71588918;1.036039713;3.5;4.484039502
26.09;33.14;19.04;69.93501;99.20002;40.67;16.675506;1.257982442;4.3;3.894320367
26.985;31.94;22.03;73.635;97.9;49.37;22.7809908;1.360205027;0.1;4.648503684
26.275;33.52;19.03;65.99001;96.70002;35.28;19.248714;1.321526211;0;4.367363968
26.495;33.19;19.8;69.39001;96.20002;42.58;18.177354;1.236801186;0;4.078383195
27.085;33.66;20.51;71.725;97.3;46.15;22.5586746;1.129053056;0.3;4.615237795
27.18;33.26;21.1;70.415;98.4;42.43;22.1932062;1.166810948;0.1;4.591791022
25.435;32.88;17.99;67.675;94.8;40.55;24.4631106;1.467032233;0;4.958274492
26.5;33.71;19.29;66.485;95.6;37.37;22.4672112;1.6180638;0;4.976138719
26.45;33.42;19.48;65.355;91.8;38.91;24.9826608;1.275480002;0;5.011121174
26.96;33.81;20.11;66.325;94.8;37.85;18.6770196;1.3058705;0;4.299477712
27.38;33.81;20.95;65.715;90.4;41.03;17.5973418;1.239563959;0;4.113864624
26.42;32.68;20.16;69.255;93.8;44.71;21.3971922;1.1078718;0;4.355906342
27.335;35.01;19.66;63.57001;91.70002;35.44;22.2266898;1.547152638;0;5.071944113
26.94;34.38;19.5;67.305;94.9;39.71;25.0332948;1.332577302;0;5.089384476
27.765;35.22;20.31;64.66;94.1;35.22;24.803622;1.544389865;0;5.370592646
27.245;34.75;19.74;62.58001;92.70002;32.46;24.3905868;1.595040696;0;5.321560643
26.83;34.69;18.97;62.025;93;31.05;21.2692338;1.685291266;0;5.033938551
27.29;34.54;20.04;64.885;95.1;34.67;17.1733554;1.216540854;0;4.084716163
28.02;35.02;21.02;65.58001;90.20002;40.96;20.8672542;1.475320551;0;4.772406932
28.74;35.09;22.39;62.435;86;38.87;24.5374668;1.471636854;0;5.3212518
27.19;34.7;19.68;65.42001;92.70002;38.14;25.2487404;1.479925172;0;5.256145787
27.985;36.35;19.62;61.83;91;32.66;15.662277;1.173257417;0;4.030398751
27.95;34.43;21.47;61.71;86.4;37.02;20.2101822;1.292056637;0;4.541960795
28.43;36.11;20.75;59.48;88.6;30.36;21.7581588;1.09037424;0;4.694267348
27.395;34.63;20.16;63.345;91.1;35.59;22.75988404;1.222066399;0;4.760696267
28.195;36.75;19.64;59.42;88.4;30.44;19.37287264;0.979863337;0;4.30790093
28.45;36.8;20.1;58.755;86.1;31.41;24.221871;1.120764738;0;5.049547482
28.365;36.24;20.49;57.13501;87.70002;26.57;21.5339508;1.598724392;0;5.214102264
28.02;35.55;20.49;61.39;89.4;33.38;23.6705508;1.710156219;0;5.396212633
27.645;35.2;20.09;59.87;88.9;30.84;24.9240852;1.465190385;0;5.289077228
28.17;35.84;20.5;57.845;87;28.69;20.235924;1.500185504;0;4.891825841
27.94;34.69;21.19;60.65;86.9;34.4;18.81341998;1.569254818;0;4.621023409
27.93;34.26;21.6;62.11;86;38.22;21.98721784;1.315079742;0;4.715864324
29.42;36.48;22.36;58.47001;82.20002;34.74;19.7327088;1.239563959;0;4.621020016
28.375;34.72;22.03;61.24001;85.20002;37.28;21.7837332;1.258903367;0;4.697575185
29.045;36.31;21.78;56.315;81.6;31.03;22.3412904;1.251535973;0;4.922274221
29.46;36.31;22.61;54.465;79.67;29.26;20.633571;1.208252536;0;4.704223657
30.17;37.37;22.97;56.84;83.6;30.08;16.8656418;1.519524912;0;4.675875575
29.595;35.49;23.7;58.14;80.6;35.68;20.7147672;1.544389865;0;4.947603481
28.19;35.77;20.61;56.1;81.8;30.4;19.5395994;1.439404508;0;4.7026539
29.25;36.58;21.92;55.91;84.8;27.02;19.5274278;1.355600406;0;4.724164709
29.63;36.43;22.83;55.999995;78.25999;33.74;21.0471336;1.72581193;0;5.24190052
28.045;34.54;21.55;59.04501;83.70002;34.39;21.785589;1.828034515;0;5.133583327
28.81;35.95;21.67;58.20001;84.70002;31.7;15.2774478;1.581226833;0;4.350636044
27.705;33.28;22.13;70.22;95.9;44.54;17.6836284;1.434799887;3.2;4.030339766
27.415;34.59;20.24;61.84;90.8;32.88;17.0764128;1.679765721;0;4.428321791
26.685;33.66;19.71;66.69001;91.70002;41.68;21.952683;1.300344955;0;4.460702691
27.55;34.46;20.64;57.52;86.9;28.14;16.98681418;1.529655078;0;4.353957679
27.33;33.65;21.01;60.75;85.3;36.2;20.3787396;1.586752378;0;4.601140424
27.995;36.01;19.98;58.32;88.4;28.24;16.28376484;1.265349836;0;4.112077675
28.02;34.43;21.61;60.38;86.1;34.66;18.2742264;1.934861721;0;4.755748679
28.985;35.21;22.76;56.58;80.8;32.36;18.6013044;1.503869201;0;4.564156169
28.54;35.35;21.73;57.86001;83.20002;32.52;17.9790516;1.352837634;0;4.31797858
28.51;35.94;21.08;59.82;86.5;33.14;17.4834594;0.87487798;0;3.783285259
28.2;36.13;20.27;59.435;86.5;32.37;19.9105164;1.286531092;0;4.479943254
28.25;35.94;20.56;56.33501;80.70002;31.97;18.5145462;1.464269461;0;4.517234692
29.085;35.91;22.26;57.385;81.9;32.87;16.9239168;1.682528494;0;4.565703168
29.68;36.24;23.12;53.88;79.31;28.45;21.1034556;1.729495627;0;5.17368038
27.55;34.75;20.35;59.23;87.5;30.96;9.7313796;1.603329013;0;3.597913991
25.45;28.74;22.16;75.53;89.3;61.76;16.2975852;1.854741317;0.6;3.42775148
27.705;34.08;21.33;62.25;89.4;35.1;17.74233;1.486371641;0;4.184967296
27.04;33.02;21.06;61.835;84.6;39.07;20.53018804;1.707393447;0;4.527202334
27.565;35.04;20.09;57.35;85.3;29.4;14.2903386;1.712918992;0;4.221682906
27.575;33.41;21.74;61.565;86.9;36.23;19.0054152;1.841848378;0;4.534389229
26.29;34.13;18.45;62.655;92.8;32.51;21.4348914;1.508473822;0;4.513796835
26.9;33.93;19.87;57.835;84.8;30.87;16.628409;1.657663541;0;4.24149652
26.635;33.82;19.45;61.085;88.8;33.37;20.6580582;1.162206327;0;4.103540704
27.395;35.18;19.61;60.07;88.1;32.04;18.960201;1.304949576;0;4.193370321
27.59;34.76;20.42;57.27001;87.20002;27.34;21.0955734;1.460585764;0;4.561979397
27.225;35.21;19.24;59.35;93.3;25.4;21.3535512;1.176941114;0;4.289404341
27.635;34.65;20.62;57.705;84.8;30.61;22.0516506;1.529655078;0;4.682793632
26.595;35.32;17.87;56.80501;84.70002;28.91;19.945827;1.138262298;0;4.076733971
28.17;36;20.34;58.6;86.5;30.7;17.6524722;1.071955756;0;3.870034095
29.325;36.14;22.51;55.06501;80.20002;29.93;15.2415054;1.583068681;0;4.253607731
