Ta_med;Ta_max;Ta_min;UR_med;UR_max;UR_min;RG;V;P;ET0
29.8;37.6;22.77;53.6;73.2;24.73;26.79264;1.165890023;0;6.0888359
30.38;39.11;22.99;43.5;74.9;16.29;26.77536;1.042486182;0;6.048188159
31.06;38.23;24.33;49.6;61.92;14.07;27.80352;1.552678183;0;6.847317528
28.88;36.31;21.11;50.6;78.3;21.04;27.66528;1.768174443;0;6.710393294
28.93;36.62;21.99;46.2;78.2;20.25;26.23968;1.19812237;0;5.939664706
28.59;37.28;22.17;46.99;75.4;21.14;27.36288;0.920924189;0;5.801722082
28.34;38.33;18.82;39.79;84.9;16.2;28.01088;0.623465676;0;5.411511954
28.98;37.5;18.94;47.78;69.84;27.42;26.41248;0.719241792;0;5.384831933
30.15;37.35;24.88;60.72;70;26.52;22.15296;1.288372941;0;5.682762415
28.4;35.23;23.59;63.36;72.3;31.62;19.50912;1.307712349;0;5.072037342
29.2;36.73;23.37;58.74;73.5;27.25;25.60032;0.799362196;0;5.482283973
29.52;38.42;23.21;36.35;74.6;25.62;26.75808;0.658460795;0;5.583445389
29.1;38.78;19.5;72.1;84.4;22.44;22.34304;0.549791741;0;4.713734114
30.17;38.99;22.13;58.17;82;22.75;26.6544;0.574656694;0;5.453023346
30.5;39.16;21.72;56.5;75.6;22.62;24.9696;0.638200463;0;5.274862781
30.55;39.15;23.49;76.3;76.3;24.32;21.46176;0.829752694;0;5.111875818
29.06;37.11;21.16;53.34;87.9;29.48;22.94784;0.771734471;0;5.043222951
29.68;37.13;23.27;58.74;73.8;30.73;25.16832;0.656618947;0;5.29893265
29.71;37.29;23.92;67.39;79.8;27.78;24.34752;0.549791741;0;5.090624379
30.73;38.82;25.02;57.5;75.6;24.27;22.53312;0.598600723;0;4.983145636
27.73;33.86;23.12;88.7;88.7;44.07;14.9472;0.977100565;0.508;3.788310883
28.66;36.67;20.38;41.75;97.1;30.85;24.15744;0.547028968;0;4.938620159
28.91;36.65;23.07;60.27;78.9;23.88;24.90048;1.037881561;0;5.645168403
27.61;32.95;23.17;53.28;83;38.53;18.43776;1.825271743;0;4.974884718
26.19;34.83;22;80.7;85.3;30.77;16.9776;1.683449418;3.556;4.949319756
26.35;31.76;21.96;61.57;84.5;35.78;18.08352;1.246010428;0;4.395327644
27.1;33.46;22.88;64.45;75.8;34.87;17.16768;1.20917346;0;4.447823338
28.06;34.5;23.27;70.6;77.2;32.36;18.86112;1.837243757;0;5.372810523
28.54;34.92;23.03;63.97;83.6;30.65;19.44;1.801327714;0;5.426776892
28.84;35.04;22.49;57.82;74.6;33.81;21.28032;2.008535657;0;5.882296734
27.76;33.56;21.3;67.81;82.9;39.42;24.48576;1.56741297;0;5.611264113
28.32;35.52;19.75;52.62;90.1;26.69;26.0496;0.973416868;0;5.516160353
27.97;35.48;22.14;56.03;77.4;29.22;25.19424;0.884087222;0;5.389610705
29.26;37.2;23.45;59.91;77.9;28.73;24.74496;1.324288984;0;5.99197906
30.17;37.09;23.69;56.72;76.2;24.06;24.83136;1.7893557;0;6.55027595
28.5;34.38;23.01;61.82;75.9;33.82;20.07072;1.48821349;0;5.191932961
28.83;35.38;23.79;57.2;75.3;28.28;19.872;1.909075844;0;5.773438472
28.49;36.3;22.24;59.8;75.4;26.9;24.08832;1.309554197;0;5.784109117
28.77;36.06;20.93;52.81;80.1;27.75;25.41888;1.434799887;0;6.01078586
29.24;35.75;23.9;54.13;76;30.9;25.5312;1.928415252;0;6.503571186
28.8;37.43;21.22;57.55;88;27.89;22.95648;0.829752694;0;5.107637673
30.5;37.83;22.97;48.72;77;24.07;23.8464;1.182466659;0;5.744622822
28.93;36.82;22.23;59.42;92.5;30.77;17.9712;1.770937216;2.286;5.28436211
26.6;35.48;20.28;69.44;93.1;35.19;19.59552;1.836322833;0.254;5.30414338
;;;;;;15.62112;1.444009129;50.29;
;;;;;;15.5952;1.228512868;57.15;
;;;;;;8.4672;0.53413603;29.21;
;;;;;;14.3424;1.326130832;0.254;
27.7;34.28;19.88;60.1;92;33.12;22.35168;2.107074545;0;5.785982153
27.3;33.74;21.09;64.44;88.3;37.67;20.55456;1.659505389;0;5.122603642
28.09;34.61;22.7;64.3;88.4;35.6;23.55264;1.6180638;0;5.662986545
27.6;33.4;22.7;68.77;86.7;47.6;16.08768;1.755281505;0;4.393355993
22.16;26.9;20.35;86.8;92.5;67.44;8.7696;0.934738052;4.572;2.191478481
25.05;34.14;18.21;75.3;93.5;43.04;19.6128;0.550712665;0;4.036634826
26.48;33.67;20.22;74.2;93.7;46.99;16.68384;1.14747154;9.65;4.027490034
;;;;;;5.075136;0.922766038;24.89;
;;;;;;16.73568;0.542424347;0.508;
;;;;;;17.96256;1.476241475;0;
;;;;;;7.02432;0.64188416;16.26;
;;;;;;12.40704;0.742264896;31.75;
;;;;;;3.746304;0.727530109;65.53;
;;;;;;17.40096;0.683325748;0.508;
;;;;;;8.14752;0.776339091;20.57;
;;;;;;13.53024;0.755157835;0;
;;;;;;15.45696;0.725688261;0;
25.51;32.69;20.28;74.8;92.6;47.14;19.20672;1.270875381;0;4.401616019
24.04;31.35;19.69;80.3;93.5;48.89;14.72256;0.966049474;11.43;3.452100886
25.07;32.02;19.09;70.3;92.6;41.11;19.872;2.27744552;0.508;5.103904238
25.39;32.15;20.03;67.38;87.5;37.62;25.272;3.004054705;0;6.365636053
24.96;32.09;19.76;71.4;93.4;41.31;20.8224;2.053660942;7.37;5.100833722
23.48;31.75;18.01;79;94.6;48.75;22.23936;1.959726675;13.72;4.96414617
22.82;28.8;18.22;82.5;93.4;61.69;13.59936;1.059983742;0.508;3.010098311
23.77;27.93;19.89;81.1;91.3;64.38;10.584;1.09037424;0;2.570511371
24.25;30.28;18.55;77.6;93.9;54.92;18.86976;1.397041995;0;4.049598792
25.17;32.69;18.69;72.9;93.6;43.25;24.192;1.809616032;0;5.374577963
25.37;32.02;20.7;70.8;91.2;42.18;23.27616;2.034321534;0;5.400125085
24.79;31.95;18.62;71.6;93.2;42.38;23.04288;1.746072263;0;5.125733898
24.72;32.62;18.75;68;92.4;30.24;25.34976;1.644770602;0;5.612613132
25.29;32.36;18.82;68.8;88.9;41.51;26.08416;1.86855518;0;5.680637816
25.87;32.76;20.97;73.2;90;45;20.29536;1.49926458;0;4.735132438
26.9;34.5;20.36;71;92.8;42.18;20.66688;1.181545735;0;4.731780542
27.43;36.18;19.49;68.05;93.5;34.4;24.98688;0.708190701;0;5.099037322
27.23;35.51;22.64;72.6;91.4;41.11;21.76416;0.649251553;5.334;4.650120264
24.03;31.75;19.83;83.2;93.5;54.72;12.94272;1.284689244;16.26;3.30282305
24.97;32.76;19.02;74.3;94.2;43.05;21.79872;1.755281505;0.254;5.039274818
25.44;31.62;19.29;75.5;94.3;46.67;19.44;2.051819093;25.65;4.703119957
25.28;32.49;19.36;70.4;92.3;39.9;24.50304;1.956963902;0;5.556891264
25.32;32.29;19.96;74.3;91.8;45.67;20.41632;1.487292566;0;4.648230794
25.66;32.49;20.3;74.8;92.4;50.56;18.50688;1.630956739;0;4.404110994
25.82;32.56;20.97;75.3;92.9;46.87;19.51776;1.677923873;0;4.650410556
25.58;32.42;19.15;69.46;91.3;40.5;22.02336;1.935782646;0;5.209590003
26.25;32.96;19.83;66.04;92;40.97;23.62176;2.261789809;0;5.663588773
25.94;32.49;19.69;66.93;90.9;41.71;20.14848;1.941308191;0;4.968604978
27.12;33.29;22.51;65.73;83;41.37;23.75136;2.053660942;0;5.751435627
26.36;32.82;20.9;68.61;88.3;43.39;19.44;1.700026053;0;4.771186413
25.54;32.29;20.83;73.6;89.7;48.68;19.67328;1.467032233;0;4.518675484
26.97;34.43;20.97;65.53;87.8;33.93;23.14656;1.819746198;0;5.677690051
27.13;34.43;21.03;65.63;86.7;35.74;21.58272;1.650296147;0;5.317459177
27.38;34.57;21.37;65.12;88.1;37.89;24.33888;1.739625793;0;5.731745949
26.92;34.03;21.17;62.72;86.4;37.08;23.27616;1.96525222;0;5.711329592
26.93;34.57;20.23;62.4;88.6;32.66;24.65856;2.001168263;0;6.018920603
27.06;35.51;20.3;67.28;92.6;33.93;22.42944;1.299424031;0;5.211485156
28.51;35.98;21.1;62.99;88.1;38.42;20.4336;1.523208609;0;5.155320845
28.4;35.1;23.91;65.77;82.2;39.56;19.1808;1.537943396;0;4.992522417
28.13;35.24;21.83;61.05;84.7;36.21;23.77728;1.900787526;0;5.902545202
27.55;34.43;21.64;62.27;81.9;36.35;24.83136;1.601487165;0;5.724852566
26.53;33.83;21.64;66.92;84.6;39.56;18.2304;1.492818111;0;4.638358526
27.43;35.17;22.24;65.21;84.6;33.86;23.0688;1.420986024;0;5.439690603
27.7;35.17;21.84;62.85;84.6;33.93;23.35392;1.45966484;0;5.49563724
28.35;35.91;21.23;60.14;86.5;33.26;23.88096;1.249694125;0;5.428442142
28.79;36.98;23.37;62.58;87.4;33.06;21.43584;0.938421749;0;4.941954715
27.98;34.84;22.43;57.17;81.7;31.38;23.40576;1.910917693;0;5.912726816
28.18;34.9;20.5;56.93;88.3;31.85;21.58272;2.463472206;0;6.033758283
27.74;35.04;21.57;56.21;81.6;28.83;25.78176;2.188115873;0;6.484092491
27.76;35.31;22.7;57.09;78.4;32.66;23.50944;2.212980827;0;6.239044027
28.06;34.17;22.3;59.88;82.3;36.68;19.89792;2.31704526;0;5.581833722
28.17;34.9;23.84;61.85;78.3;38.36;19.224;2.064712032;0;5.418372903
28.56;36.17;23.1;61.19;83.7;34.06;22.66272;1.536101548;0;5.573728648
27.94;34.83;23.03;64.19;85;39.03;20.94336;1.685291266;0;5.246091453
27.58;34.97;22.23;62.58;82.3;34.26;17.712;1.088532392;0;4.35585736
27.97;35.17;24.04;60.7;77.3;33.26;21.20256;1.668714631;0;5.459482163
29.96;36.51;23.44;57.83;85.8;32.59;24.09696;1.86210871;1.27;6.087673883
29.02;35.9;24.24;62.44;83.4;36.47;19.07712;1.684370342;0;5.158952726
28.14;35.24;21.69;57.77;81.9;31.52;23.39712;1.836322833;0;5.814056407
28.21;35.56;22.63;59.76;82.9;32.25;23.86368;1.855662241;0;5.927422749
29.07;35.3;24.04;56.5;75.1;33.66;21.99744;2.691861405;0;6.442950754
28.1;35.43;22.23;57.01;81;30.98;23.1552;2.608978228;0;6.483411984
28.31;35.36;21.63;58.31;83;30.91;24.25248;1.928415252;0;5.992055615
26.51;31.07;21.29;77.3;92.7;57.86;14.80032;1.728574703;9.14;3.620133582
27.32;33.95;22.5;62.03;82.6;37.88;22.12704;2.529778748;0;5.864510606
26.77;33.89;20.82;65.27;89.9;37.21;21.0384;1.842769303;0;5.134980619
26.16;33.22;21.36;66.23;88.7;37.34;21.22848;1.475320551;0;4.834613185
26.93;34.35;20.35;62.06;87.8;32.58;22.28256;1.489134414;0;5.111469542
27.38;34.15;20.96;60.35;87.7;34.39;23.30208;1.552678183;0;5.259985043
26.6;33.89;21.42;69.34;90.7;36.94;15.27552;2.252580567;0;4.713234447
28.03;34.35;23.1;62.21;80.3;37.28;18.80928;1.746993187;0;4.929754359
27.77;34.76;22.43;61.82;82.7;35.74;24.44256;1.733179324;0;5.649238483
27.96;35.63;22.3;63.18;85.6;33.73;22.7664;1.282847396;0;5.133219836
29.47;36.5;21.56;55.54;86.4;30.84;23.112;1.821588046;0;5.764067357
28.77;34.63;23.24;56.31;80.1;34.53;15.92352;1.643849678;0;4.533588214
28.39;34.82;23.77;59.02;79.2;35.47;21.04704;2.187194949;0;5.646640569
28.58;35.09;23.37;55.96;79.8;31.78;18.25632;2.554643701;0;5.718527444
27.55;35.09;19.21;55.12;87.4;30.71;23.01696;2.184432177;0;5.826561518
25.41;30.73;21.16;73.8;89.7;55.38;15.4224;1.970777765;1.016;3.791957542
27.51;34.49;20.62;62.51;92;32.52;22.44672;2.393481968;0.254;5.770410733
27.57;34.28;21.16;56.97;83.9;32.99;20.24352;2.963534041;0;6.01166713
28.15;35.09;22.77;54.52;77;31.38;23.38848;3.147718879;0;6.783250969
27.56;32.28;22.16;61;84.3;46.66;14.20416;2.979189752;0;4.62237611
26.9;33.68;19.56;59.2;87.5;33.66;21.72096;2.524253203;0;5.657326883
26.22;33.48;20.76;58.89;82.1;32.85;21.82464;2.357565924;0;5.606130207
26.7;33.68;21.69;60.29;82.3;34.66;19.88064;2.154962603;0;5.227590078
27.1;33.94;21.23;59.21;80.5;33.65;23.49216;1.980907931;0;5.536621528
26.95;34.09;21.69;57.06;77.2;32.58;20.51136;2.142990588;0;5.413608271
25.84;33.75;20.09;60.01;88.3;31.24;23.51808;1.801327714;0;5.306923298
27.34;34.35;21.09;56.63;82.7;32.25;22.90464;2.140227816;0;5.631370443
27.19;34.96;20.15;57.42;84.4;29.56;23.20704;1.562808349;0;5.214616771
27.55;35.42;20.82;60.09;87.2;32.78;22.3776;1.298503107;0;4.891751879
28.64;35.69;22.43;56.51;83;31.04;22.29984;1.786592927;0;5.434384102
28.03;34.81;22.5;58.09;81.5;33.66;19.94112;1.812378804;0;5.058637585
27.56;33.95;23.64;59.69;77.5;35.93;20.10528;2.151278906;0;5.318776885
27.77;35.08;19.68;56.14;89.1;31.11;21.53088;1.352837634;0;4.792512103
27.52;33.34;22.43;55.18;76.8;34.19;22.3776;1.9873544;0;5.361706512
26.12;30.6;22.3;69.85;83.8;51.83;11.9664;2.087735137;0;3.540309413
26.2;33;20.82;64.6;89.5;36.54;18.95616;2.162329996;0;4.868415114
25.15;33.81;17.41;63.47;92;31.04;22.10976;1.432037114;0;4.715831379
26.78;34.28;20.02;56.17;86.6;28.16;21.91104;2.351119455;0;5.675275164
26.08;33.28;20.35;60.47;84.8;33.72;18.99072;2.181669404;0;5.00443874
25.59;33.54;17.68;57.53;88.5;29.83;21.88512;1.979987007;0;5.166125962
25.65;33.67;16.74;59.5;88.3;32.45;21.6864;2.287575686;0;5.353420489
26.4;31.74;19.95;60.92;82.4;44.78;16.82208;2.0444517;0;4.273250671
27.3;34.61;22.16;63.76;82.4;37.74;17.928;1.682528494;0;4.569959697
26.63;33.61;20.89;64.11;85.2;37.88;19.50048;1.749755959;0;4.651736617
25.33;33.95;18.48;61.88;88.9;27.89;22.21344;1.269954457;0;4.575315661
26.51;34.15;18.69;58.2;86.8;30.7;22.15296;2.412821376;0;5.600715548
26.34;33.21;20.35;66.1;87.9;38.89;16.98624;2.375063484;0;4.724564529
25.91;31.87;21.56;69.59;91.3;47.07;15.0768;2.545434459;0;4.208042728
27.07;34.74;19.01;63.15;90.9;34.12;21.31488;1.398883843;0;4.614398108
26.89;34.28;21.69;60.68;82.8;35.4;21.69504;1.504790125;0;4.78623088
25.3;33.01;18.69;62.84;89.4;35.53;19.50912;1.875922573;0;4.614936662
25.67;32.54;20.96;56.46;79.2;27.02;21.37536;2.605294531;0;5.62440689
25.44;34.01;17.68;61.93;90.9;31.57;18.88704;1.472557778;0;4.335270269
25.69;33.34;19.68;57.88;85;26.88;21.71232;2.018665823;0;5.161218259
26.72;34.08;17.61;60.46;88.7;32.91;20.9088;1.382307208;0;4.442341583
27.64;33.88;24.04;67.12;82.5;42.84;17.59968;2.94787833;0;5.226880059
24.04;28.94;21.63;80.8;90.4;59.28;10.92096;2.970901434;2.794;3.27675038
23.99;29.13;20.75;76.9;91.3;53.31;9.46944;2.839209275;0;3.258978558
24.12;29.99;19.69;72.2;90.7;47.4;15.05088;2.197325115;0;3.777956318
25.59;32.01;19.95;66.22;89.5;41.23;19.32768;2.218506372;0;4.588781729
25.6;32.61;18.68;69.74;90.7;41.43;14.58432;2.375984408;0;4.241366251
24.98;29.47;21.49;73.6;85.2;55.86;11.0592;1.950517433;0;3.083271042
25.15;31.67;20.09;71.6;91.7;46.13;16.5888;1.881448118;0;3.955127393
25.14;33.35;19.29;65.91;92.9;33.59;20.79648;1.627273042;0;4.567276238
24.5;33.08;17.55;65.18;91.5;32.85;20.46816;1.207331612;0;4.119051926
25.22;33.89;17.14;64.76;87.5;30.98;20.736;1.232196565;0;4.249478094
27.81;35.76;21.09;57.51;88.9;28.76;20.0448;1.583068681;0;4.79543106
27.66;34.49;20.42;61.95;89.7;38.22;17.64288;1.781988306;0;4.430782725
26.84;34.62;19.69;58.66;90.7;27.96;20.59776;1.308633273;0;4.430077902
25.98;35.02;18.95;62.55;89.9;31.44;19.56096;0.887770918;0;3.889773022
26.33;35.43;17.41;58.66;87.8;29.43;20.58912;0.779101864;0;3.859222488
25.72;34.15;18.75;62.66;87.2;32.25;20.38176;1.136420449;0;4.149394254
24.18;32.81;18.01;67.48;90.5;33.79;16.98624;1.113397345;0;3.641073497
25.02;33.75;16.14;60.94;89.7;30.24;21.00384;0.966970399;0;3.942549151
24.77;32.74;17.08;60.86;87.8;31.65;20.68416;1.568333894;0;4.41584095
24.65;33.01;18.08;59.17;88.3;26.35;20.76192;1.659505389;0;4.60786309
24.43;32.01;18.88;61.83;85.8;27.82;19.38816;3.124695774;0;5.594177248
23.94;30.06;18.48;67.55;86.5;43.85;17.6688;3.278490113;0;4.716255374
24.91;30.4;19.82;63.94;82.4;42.37;19.12032;3.647780713;0;5.220140499
23.41;26.59;20.75;70.8;82.7;58.34;7.7328;2.888018257;0;2.923033587
24.05;29.8;19.88;69.41;88.5;42.31;16.26048;2.718568206;0;4.296810165
24.27;31.2;18.42;73.4;92.1;43.38;17.31456;2.735144842;0;4.468641232
23.27;30.6;16.74;66.46;93.2;32.92;18.03168;2.139306891;0;4.336735501
24.1;31.47;16.74;64.69;90.5;32.25;18.8352;2.965375889;0;5.142322824
23.81;28.53;19.95;71.2;85.6;52.77;9.6336;3.876169912;0;3.775454971
23.28;30.4;17.14;68.22;92.8;40.03;19.50912;2.046293548;0;4.245940323
23.26;31.07;16.47;67.86;91.7;39.49;16.98624;2.076684047;0;4.119646061
23.91;30.8;18.75;68.17;87.4;39.16;14.03136;3.375187153;0;4.703655313
23.51;30.74;18.15;71.9;93.2;39.09;13.51296;3.832886475;2.286;4.79376056
22.68;28.33;18.15;70.9;93.1;46;12.45024;2.786716596;0;3.631975387
22.66;30.07;16.81;66.81;89.4;40.84;12.67488;2.393481968;0;3.826597809
24.51;31.28;18.69;58.73;88.5;28.03;20.28672;2.846576669;0;5.312966624
24.32;31.74;17.21;61.34;88.1;31.04;20.07072;2.85118129;0;5.311555275
24.2;31.41;19.82;68.58;91.5;36.21;14.49792;3.208499875;0;4.786524446
23.14;28.86;19.28;69.25;92.5;42.58;10.68768;2.545434459;0;3.533712752
24.13;30.47;18.75;64.99;92.1;38.28;14.14368;2.726856524;0;4.271014771
24.1;30.81;17.21;64.01;92;35.27;15.97536;2.560169246;0;4.468288036
23.82;31.47;17.88;68.5;90.4;40.36;15.70752;2.76553534;0;4.522752015
23.58;29.8;18.75;67.67;89.9;41.9;14.91264;2.006693808;0;3.778230766
24.8;31.81;20.02;63.86;85.4;37.81;20.71872;2.136544119;0;4.795006227
23.77;32.48;16.47;67.74;91.8;35.67;18.9216;1.55636188;0;4.187062472
24.38;31.34;19.29;61.21;87.9;32.72;19.23264;2.341910213;0;4.817056686
23.85;30.41;18.75;68.36;85.8;44.93;18.30816;2.810660625;0;4.611086463
24.76;31.94;19.55;62.35;83.9;34.53;18.62784;2.562932018;0;5.005627775
23.89;31.61;18.42;64.31;89;31.65;18.69696;1.403488464;0;4.064773144
23.45;32.41;15.87;62.94;92;28.43;21.2112;1.335340074;0;4.295907235
24.47;31.95;19.29;55.96;77.3;31.25;5.46048;1.048932651;0;2.529359823
23.72;31.87;16.2;61.71;91.6;27.42;21.6;1.633719512;0;4.579461422
22.75;32.68;15.87;66.27;92.4;31.31;20.0448;1.018542153;0;3.899925353
23.79;34.09;16.27;61.63;93.7;24.87;21.72096;0.844487481;0;4.013023293
24.82;34.89;15.13;54.75;86.7;21.59;21.56544;1.432037114;0;4.774162979
24.26;32.14;17.34;60;88.8;31.85;20.91744;2.373221635;0;5.129750703
23.37;31.94;14.6;60.83;91.1;31.04;20.33856;1.889736436;0;4.654253396
24.77;31.61;17.88;53.25;77.5;30.84;14.6448;1.319684363;0;3.699327178
23.48;32.68;14.06;55.75;89.5;23.87;22.04928;1.985512552;0;5.133762109
23.85;31.27;16.41;57.49;90;28.36;19.97568;2.699228798;0;5.268401656
23.96;31.87;17.41;59.15;87.2;30.91;16.83072;2.581350502;0;4.951184418
23.81;30.8;16.61;58.09;89.5;29.9;19.02528;3.045496294;0;5.333295835
23.43;31.2;16.74;57.95;85.5;26.68;19.21536;2.524253203;0;5.175025332
22.69;30.73;14.26;62.17;91.4;29.9;20.32992;1.691737736;0;4.409845479
24.72;32.07;17.68;62.71;91.9;33.05;20.71008;3.094305276;0;5.582267113
23.46;30.13;17.41;62.64;91.7;31.24;17.91072;2.860390532;0.254;4.964843896
23.73;31;17.87;62.36;85.2;32.85;17.9712;3.241653146;0;5.390994625
23.74;31.2;18.68;64.26;92.5;32.11;20.01024;3.977471573;1.27;5.964346919
22.58;29.46;18.01;71.3;89.7;42.04;16.82208;2.929459846;0;4.545578425
22.64;30.26;15;66.66;94.8;36.74;16.36416;2.00485196;0;4.128392002
23.44;31.4;15.06;60.74;91.3;34.06;19.63872;2.479127917;0;5.0097082
22.84;31.13;13.72;58.16;89.7;28.43;22.83552;2.727777448;0;5.615101395
23.34;30.6;16.61;63.73;91.5;33.46;20.03616;2.454262964;0;4.958211199
23.46;31.93;17.21;58.6;88.7;26.48;22.74048;2.320728957;0;5.500585227
22.51;31.4;14.8;59.66;91.5;28.36;23.06016;1.691737736;0;4.87330537
22.88;32.67;15.06;60.01;92.3;25.94;23.1984;1.242326731;0;4.640632062
24.03;31.87;17.21;57.5;86.1;31.64;22.90464;1.942229115;0;5.14993376
23.74;32.87;16.27;56.39;87.9;24.47;23.01696;1.546231714;0;5.008902974
24.59;33.74;16.94;61.03;92.6;29.16;22.82688;1.576622212;0;5.055628336
25.39;33.07;18.34;54.33;84.7;28.02;22.17024;2.597927138;0;5.884516745
24.16;32.73;14.93;55.88;88.8;29.23;23.01696;2.305073245;0;5.595819575
24.28;33;16.2;58.22;88.6;29.63;22.74048;1.980907931;0;5.34432563
24.39;34.34;16.14;52.73;84.6;21.92;23.31936;1.489134414;0;5.216544021
25.61;34.41;17.55;58.41;90.3;32.11;22.83552;1.397041995;0;4.990204413
29.14;35.35;22.7;45.39;63.44;27.08;26.37792;1.889736436;0;6.280668008
26.43;34.88;17.55;53.54;89.4;25.61;22.0752;2.255343339;0;5.890618251
25.88;33.27;19.68;53.89;81.3;30.1;19.37088;3.198369709;0;6.137578282
25.67;32.93;19.88;58.14;75.7;32.11;18.1008;2.364012394;0;5.323879223
24.26;33;18.14;60.16;87.1;25.54;19.28448;1.409014009;0;4.601526359
26.8;37.02;16.41;48.18;88.3;18.43;23.87232;1.79396032;0;6.047409784
26.41;33.07;19.55;49.64;78.5;29.36;23.8464;3.558451067;0;6.903733153
24.84;31.73;19.14;58.96;82.1;36.8;14.99904;3.045496294;0;5.130225928
23.2;29.85;18.34;70.8;88.7;48.2;13.09824;3.149560727;0;4.219174099
23.4;29.72;19.14;68.41;91.8;41.76;17.1936;2.929459846;0;4.712907212
24.72;31.06;18.41;67.43;94.4;41.76;14.76576;2.81618617;0.508;4.512229741
24.68;31.8;19.15;56.91;91.6;26.21;22.87872;2.888939181;0.508;6.065988209
24.62;31.53;18.15;59.67;86.9;34.05;21.88512;2.227715614;0;5.313071164
25.42;32.47;18.35;58.02;88.1;31.44;23.39712;2.343752061;0;5.736109881
25.69;31.86;20.82;63.54;89.6;42.37;16.45056;2.624633939;0;4.806734076
25.39;32.67;18.74;56.57;84.8;30.9;20.07072;2.772902734;0;5.842041371
26.13;33.4;19.35;51.68;82.7;26.28;23.8032;3.357689594;0;6.978589005
26.1;33.67;19.75;54.05;82.7;23.66;23.61312;3.793286735;0;7.441263014
24.99;32.4;18.74;60.28;90.5;31.17;21.46176;2.948799254;0;6.000433502
25.39;32.13;21.09;59.95;79.9;35.06;18.33408;3.262834402;0;5.888456729
25.78;32.73;20.42;55.84;81.3;29.7;23.44032;3.466358648;0;6.835219693
25.92;33.34;19.95;55.04;78.1;29.83;24.0192;2.911962286;0;6.644910067
26.66;33.87;20.42;52.94;79.5;30.23;24.01056;2.94143186;0;6.728688179
26.03;33.2;17.94;49.17;73.6;23.4;25.5744;3.536348886;0;7.536141492
25.8;32.6;20.08;56.04;88.3;28.42;23.66496;3.450702937;0;6.76793873
25.93;33.47;20.08;56.8;88.3;28.89;20.58912;3.239811297;0;6.423677838
26.26;33;20.35;54.45;77.9;31.51;20.39904;3.137588712;0;6.343335534
25.86;33.6;19.75;49.73;75.5;24.74;24.34752;3.355847745;0;7.306244546
26.49;34.01;17.74;54.24;85.1;28.22;25.02144;2.594243441;0;6.58349632
26.03;35.21;18.34;56.89;88.9;26.28;24.97824;1.832639136;0;6.10647215
27.58;36.22;19.82;52.59;84.6;25.34;23.81184;1.988275324;0;6.319165227
27.07;34.14;23.44;55.74;72.6;30.9;17.30592;2.674363845;0;5.941094424
25.94;32.67;20.28;53.31;79.9;29.5;22.87008;2.876967167;0;6.439013202
25.19;34.14;18.68;53.88;78.7;22.19;23.99328;1.858425014;0;6.045879646
26.42;36.15;18.74;48.2;69;20.85;24.03648;1.64661245;0;6.129238836
28.19;36.96;20.08;51.29;86;23.4;23.23296;1.398883843;0;5.753206527
27.33;33.54;21.42;56.6;80.4;33.32;15.05088;2.665154603;0;5.379740924
27.32;33.81;22.56;52.92;71.2;28.76;21.2112;2.836446503;0;6.595719059
26.91;33.6;22.03;56.36;79.3;32.51;17.57376;2.236003931;0;5.402306459
27.41;35.48;20.02;52.37;73.9;27.69;23.43168;1.842769303;0;6.115237465
28.33;35.75;21.36;51.6;77.5;29.36;22.48128;1.790276624;0;5.949552044
28.46;35.48;22.3;52.88;76.2;30.3;18.25632;2.34559391;0;5.915401937
28.21;35.21;22.9;53.34;71.5;30.57;20.46816;2.876967167;1.016;6.697389157
26.6;32.33;21.56;62.7;88.9;41.03;15.00768;2.586876047;0.254;4.80001527
28.72;36.29;21.16;44.07;73.2;22.19;23.26752;1.91920601;0;6.316341867
28.54;35.62;23.17;50.8;77.8;25.61;21.1248;2.397165664;0;6.388349259
27.95;34.95;20.82;48.93;77.2;26.68;23.7168;3.78776119;0;7.720638607
27.45;34.95;18.68;50.74;85.8;25.81;21.89376;2.818028019;0;6.634902572
26.7;34.81;20.62;54.2;78.9;27.08;22.74048;1.859345938;0;5.897686063
27.9;36.35;20.69;51.86;77.8;27.95;23.5008;1.420986024;0;5.710995404
30.17;36.49;24.91;48.53;65.04;32.58;21.06432;2.064712032;0;6.197375264
25.8;31.59;22.43;75.9;91.5;53.09;11.32704;1.064588363;2.794;3.013273128
27.81;37.29;23.03;67.48;88;30.97;14.41152;1.804090487;0;4.896372369
27.96;36.89;21.76;55.48;88.9;19.84;22.78368;2.104311772;0;6.496215295
28.43;35.68;21.69;46.67;75.8;22.19;23.55264;3.505958388;0;7.844215508
27.39;35.15;20.55;49.83;79;28.09;21.168;3.704878013;0;7.346808529
25.89;33.67;18.88;58.74;85.3;32.91;16.2864;2.88433456;0;5.63688586
27.63;35.41;18.54;52.02;86.2;25.74;20.5632;2.883413636;0;6.641502642
27.91;35.01;23.17;48.89;73.6;25.07;20.78784;2.855785911;0;6.798715304
26.6;33.67;20.35;52.49;78.5;27.48;21.17664;2.809739701;0;6.431597253
28.38;35.88;21.09;47.76;76;25;23.33664;3.148639803;0;7.44138547
27.96;35.48;22.83;49.45;71.3;22.39;22.68;2.634764105;0;6.987640816
27.73;36.09;22.36;52.1;71.1;25.34;23.1984;2.230478386;0;6.647862347
27.82;35.15;21.36;53.6;79.5;27.95;22.96512;2.048135397;0;6.17355235
